exam_score,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
37.8,19,other,b.sc,1.43,95.0,yes,7.4,poor,mixed,low,moderate
26.7,19,male,diploma,1.33,82.4,yes,5.7,poor,online videos,high,moderate
79.0,22,male,bca,4.26,90.7,yes,4.1,good,online videos,high,easy
54.1,21,female,bba,2.95,56.9,yes,5.7,average,group study,medium,moderate
83.7,17,male,b.sc,4.41,78.4,yes,4.4,good,coaching,high,hard
65.2,17,male,ba,1.29,89.4,yes,8.8,good,online videos,high,hard
81.9,23,male,bca,6.87,94.5,yes,4.7,poor,mixed,medium,easy
49.0,24,male,diploma,3.71,79.2,no,5.4,average,online videos,low,easy
45.3,17,male,bba,3.04,69.7,no,8.1,poor,mixed,low,moderate
30.0,23,other,b.tech,4.18,41.7,no,7.9,average,mixed,low,moderate
95.1,17,other,bba,7.24,58.2,no,7.7,good,online videos,high,easy
76.0,24,female,b.tech,4.79,86.0,yes,5.5,average,coaching,medium,moderate
19.599,18,male,b.sc,0.34,67.3,yes,5.6,poor,mixed,high,easy
82.8,18,male,b.sc,5.79,62.2,yes,9.6,good,self-study,low,easy
65.7,21,other,b.tech,1.74,85.2,yes,5.0,good,group study,high,moderate
19.599,17,other,ba,0.12,75.3,yes,6.0,poor,group study,low,easy
98.9,24,other,b.tech,6.75,78.7,no,6.7,poor,mixed,low,easy
54.6,21,female,b.tech,2.06,64.0,yes,4.3,good,group study,low,hard
30.1,18,other,b.sc,2.29,41.9,yes,7.9,average,self-study,low,hard
61.9,21,other,bca,6.58,40.7,yes,8.2,good,coaching,low,easy
63.2,18,female,b.tech,5.54,59.3,yes,7.1,poor,coaching,low,moderate
43.4,18,female,b.com,3.52,67.3,yes,6.0,average,self-study,medium,hard
50.1,23,female,b.com,0.7,54.4,yes,6.4,good,mixed,high,easy
79.0,20,female,b.tech,7.49,84.1,yes,5.5,poor,self-study,high,moderate
59.4,19,other,b.com,1.46,82.6,yes,7.9,good,group study,medium,moderate
81.3,23,female,bca,7.36,91.8,yes,9.3,average,self-study,low,hard
73.5,18,other,ba,2.7,73.7,no,8.1,average,coaching,medium,easy
29.8,23,female,diploma,0.67,47.6,yes,8.1,average,self-study,medium,hard
61.9,22,male,ba,3.14,86.4,yes,7.7,poor,mixed,low,moderate
100.0,24,female,bca,7.91,95.9,yes,9.4,good,online videos,low,moderate
42.6,24,female,bca,1.42,55.8,no,6.7,good,mixed,medium,moderate
21.7,17,female,b.sc,0.55,61.7,yes,6.7,poor,self-study,high,moderate
36.0,20,male,bca,0.54,64.3,yes,6.0,good,mixed,low,hard
68.9,20,male,ba,4.91,56.4,yes,5.2,good,mixed,medium,moderate
56.7,18,other,b.sc,4.92,91.7,yes,5.5,poor,self-study,low,moderate
66.0,24,female,bca,6.57,64.6,yes,7.5,average,online videos,medium,moderate
47.1,20,male,ba,2.73,41.5,no,5.0,good,coaching,low,easy
86.9,19,other,b.sc,6.48,77.6,yes,7.3,poor,group study,high,hard
59.9,17,other,ba,3.34,90.3,yes,9.7,poor,online videos,high,moderate
81.9,19,male,diploma,5.17,91.8,yes,7.7,poor,self-study,medium,easy
100.0,20,female,b.com,7.18,99.2,no,4.4,poor,coaching,high,moderate
88.6,18,female,diploma,3.6,89.8,yes,9.3,good,self-study,high,moderate
54.1,21,other,b.com,3.52,54.8,yes,6.4,poor,online videos,high,hard
88.5,24,male,b.sc,6.75,85.9,yes,4.7,average,group study,high,moderate
19.8,17,other,ba,0.41,70.4,yes,6.2,average,group study,low,moderate
53.1,20,female,b.com,5.33,41.5,yes,8.8,average,self-study,low,easy
63.7,24,male,b.com,6.18,50.7,yes,4.8,good,coaching,medium,moderate
55.6,24,female,ba,3.16,73.3,yes,4.8,average,online videos,high,easy
29.3,20,female,diploma,2.09,52.9,yes,6.7,poor,online videos,medium,moderate
38.3,19,female,b.tech,0.79,83.0,yes,5.1,average,self-study,high,moderate
68.7,18,other,b.com,5.43,77.6,yes,7.6,poor,online videos,low,easy
57.4,20,female,ba,2.91,81.9,yes,5.5,average,group study,medium,easy
66.3,17,other,ba,3.77,83.4,no,6.3,average,online videos,high,moderate
56.2,20,female,b.com,1.91,87.1,yes,8.8,good,coaching,high,hard
92.2,19,other,ba,7.18,87.6,yes,6.2,good,online videos,medium,moderate
79.5,20,female,diploma,6.72,89.2,yes,7.8,good,coaching,low,moderate
55.9,19,female,diploma,1.35,68.2,yes,5.6,poor,mixed,medium,easy
29.1,20,other,b.com,1.02,51.5,yes,6.1,poor,self-study,low,moderate
39.5,22,male,b.tech,3.45,68.4,yes,6.9,good,group study,medium,moderate
85.1,22,male,b.com,5.94,44.5,no,5.6,good,mixed,medium,hard
68.3,22,male,b.com,1.27,67.2,yes,8.2,average,coaching,high,hard
60.5,21,male,ba,4.97,52.0,no,8.3,poor,online videos,high,easy
53.8,24,female,bca,2.11,84.6,yes,4.4,good,group study,medium,moderate
67.2,23,male,bba,6.66,99.4,yes,4.6,good,online videos,low,hard
58.2,20,female,diploma,1.0,85.3,yes,8.6,good,self-study,medium,moderate
52.0,19,other,bca,3.36,83.3,yes,4.2,good,group study,medium,hard
89.9,17,female,b.com,6.6,95.5,yes,6.2,good,coaching,low,hard
31.2,22,other,b.sc,0.93,51.8,yes,5.5,good,self-study,low,easy
66.5,23,female,b.tech,6.19,63.8,yes,9.0,poor,online videos,high,easy
89.4,24,female,diploma,5.11,56.0,yes,9.7,good,coaching,medium,hard
53.3,23,female,bca,4.5,48.6,no,4.9,poor,group study,low,moderate
81.4,22,male,bba,4.93,42.3,yes,8.8,good,online videos,high,hard
43.8,20,other,bba,3.88,49.1,no,7.6,average,self-study,medium,easy
61.3,23,female,diploma,6.89,42.2,yes,6.8,good,mixed,low,moderate
55.9,22,female,b.com,1.33,92.7,yes,5.5,average,online videos,medium,easy
62.5,21,male,b.tech,1.64,55.4,yes,9.8,average,coaching,high,easy
37.3,21,male,bca,2.01,50.2,yes,5.6,good,self-study,high,moderate
45.5,17,other,b.tech,3.27,48.9,yes,6.8,average,self-study,low,moderate
63.5,19,other,diploma,5.24,52.8,yes,9.3,average,self-study,medium,hard
70.6,18,male,ba,4.64,82.4,yes,7.1,good,online videos,high,moderate
79.1,22,male,b.com,4.26,58.4,yes,8.7,good,mixed,high,moderate
70.9,18,male,diploma,2.0,88.2,yes,9.4,average,mixed,high,easy
99.0,24,male,ba,6.34,79.0,yes,8.3,good,coaching,medium,moderate
83.7,17,other,diploma,6.24,54.5,yes,6.5,good,mixed,medium,moderate
85.3,19,other,bba,5.01,85.6,yes,4.9,good,mixed,medium,moderate
56.3,19,female,diploma,1.27,87.4,yes,4.7,poor,mixed,high,easy
80.4,22,male,b.sc,5.72,80.3,yes,5.9,good,mixed,medium,easy
97.5,20,other,b.tech,7.28,83.9,yes,6.3,poor,mixed,high,easy
35.8,21,female,b.sc,1.64,59.9,yes,4.4,poor,group study,low,easy
71.4,19,female,diploma,6.01,60.2,yes,5.7,poor,group study,medium,easy
66.1,17,female,diploma,5.29,51.0,yes,5.1,average,coaching,low,easy
70.9,17,other,b.sc,4.39,69.5,yes,7.4,average,self-study,medium,easy
19.599,17,female,b.com,0.74,50.6,yes,9.3,poor,group study,low,moderate
64.8,21,female,ba,3.08,92.0,yes,5.2,poor,group study,high,moderate
67.8,22,male,bba,0.14,90.5,yes,6.5,good,coaching,high,easy
79.9,21,male,b.com,4.2,78.1,yes,8.6,poor,coaching,medium,hard
40.8,17,male,bca,0.39,58.1,yes,8.7,good,online videos,low,moderate
65.8,21,male,ba,5.81,59.4,yes,8.2,poor,coaching,high,moderate
53.5,17,male,diploma,2.92,75.1,yes,7.3,good,online videos,low,hard
51.6,22,male,diploma,1.83,73.8,yes,8.8,good,coaching,high,moderate
76.8,22,other,b.com,7.12,77.6,yes,8.6,average,online videos,medium,moderate
34.7,22,other,b.sc,2.49,43.9,yes,6.5,good,online videos,low,hard
52.8,20,other,diploma,0.48,83.9,yes,9.0,poor,group study,low,easy
43.7,20,female,bca,2.2,56.2,yes,9.6,poor,self-study,low,hard
85.6,20,female,b.sc,7.73,56.3,yes,8.1,good,mixed,medium,moderate
72.3,20,female,bba,2.08,88.3,no,5.4,average,mixed,high,easy
71.5,20,male,b.com,7.85,44.8,yes,8.5,poor,coaching,low,hard
58.1,22,male,ba,1.45,86.0,yes,7.3,average,coaching,medium,easy
33.4,19,male,bca,1.35,68.0,no,7.0,good,self-study,low,moderate
32.4,24,female,bba,0.64,81.8,yes,5.0,average,self-study,low,moderate
91.9,18,other,b.com,4.11,95.6,yes,9.6,good,mixed,medium,hard
43.8,23,other,bca,3.08,72.6,no,4.1,poor,group study,medium,hard
54.4,21,male,bba,1.51,82.5,yes,4.3,good,self-study,high,moderate
32.0,23,male,b.tech,0.98,74.1,yes,6.0,poor,self-study,low,moderate
40.9,22,other,b.tech,0.27,58.0,yes,7.5,good,mixed,low,easy
61.6,18,male,ba,4.0,55.8,no,8.8,poor,mixed,high,moderate
26.4,20,other,ba,3.34,56.3,yes,6.4,average,self-study,medium,moderate
52.7,19,other,bba,5.88,47.3,yes,5.9,average,group study,low,easy
68.9,17,male,bba,7.05,53.3,yes,4.4,poor,self-study,high,moderate
67.2,24,other,diploma,1.98,85.6,yes,8.7,average,mixed,high,hard
50.2,20,other,b.com,5.2,44.9,yes,4.3,average,self-study,low,easy
52.3,21,female,b.com,4.27,86.1,yes,5.9,average,online videos,low,hard
95.7,19,other,bba,4.76,93.0,yes,9.0,average,group study,medium,hard
74.0,20,other,bca,5.03,47.7,yes,8.1,good,self-study,medium,easy
67.1,17,female,b.tech,1.47,84.5,yes,4.7,good,coaching,high,moderate
74.1,18,male,b.com,5.45,95.0,yes,8.5,poor,online videos,low,hard
53.3,18,male,diploma,3.61,71.2,no,7.9,average,self-study,high,moderate
24.2,19,female,ba,2.31,71.3,yes,7.8,good,online videos,low,moderate
19.599,24,other,bba,2.08,66.7,yes,4.2,poor,online videos,low,moderate
85.5,24,male,b.com,4.02,98.7,yes,9.8,good,group study,high,easy
75.8,20,other,bba,6.76,47.0,yes,4.3,average,online videos,medium,moderate
72.3,19,other,diploma,5.2,82.8,yes,4.9,good,group study,low,hard
83.1,17,male,diploma,7.46,83.4,yes,8.2,poor,self-study,medium,hard
52.7,20,other,diploma,2.49,58.5,yes,9.4,average,self-study,medium,hard
73.1,18,other,ba,7.56,49.0,yes,4.6,poor,group study,medium,moderate
81.1,17,male,bba,7.29,61.5,yes,4.2,average,online videos,high,moderate
44.0,17,male,b.sc,4.83,45.4,no,5.7,poor,coaching,medium,moderate
78.8,22,male,b.tech,7.9,51.2,yes,8.1,good,group study,high,easy
57.3,23,other,b.tech,6.48,46.9,yes,7.9,average,online videos,high,easy
58.9,19,female,b.tech,2.94,67.3,yes,5.4,average,coaching,high,easy
85.6,17,female,b.tech,7.54,65.0,yes,7.4,average,online videos,high,easy
85.7,17,female,b.com,7.26,91.9,yes,8.5,poor,self-study,low,easy
74.6,24,other,bba,7.52,75.8,yes,9.8,average,self-study,low,moderate
51.4,19,other,ba,2.79,42.8,yes,6.9,poor,group study,low,hard
55.3,18,other,bca,1.08,80.9,yes,7.4,poor,group study,medium,easy
71.1,19,other,b.tech,4.39,44.7,yes,8.8,poor,group study,medium,moderate
79.9,22,male,b.sc,5.31,71.4,yes,9.2,average,coaching,medium,moderate
49.6,18,other,ba,1.08,72.7,yes,6.2,poor,coaching,high,easy
49.2,22,male,bba,5.71,40.6,yes,4.3,average,online videos,medium,moderate
47.2,17,male,bba,2.79,52.1,yes,6.8,poor,mixed,medium,easy
70.0,22,other,b.sc,7.67,47.2,yes,4.1,poor,coaching,low,hard
35.5,24,other,bca,2.17,53.9,yes,9.5,average,group study,high,moderate
64.1,20,male,diploma,2.75,69.3,yes,8.7,good,mixed,low,moderate
73.2,19,male,bca,7.65,61.9,yes,7.4,poor,self-study,medium,hard
36.9,18,male,diploma,1.21,50.8,yes,7.1,good,online videos,high,easy
79.4,24,other,b.tech,6.89,83.0,yes,6.9,average,online videos,medium,moderate
39.3,20,female,b.sc,3.54,46.6,yes,4.1,average,self-study,medium,hard
34.1,23,female,b.com,3.56,51.7,yes,4.7,poor,self-study,low,easy
35.9,24,other,b.sc,1.73,73.0,yes,7.7,average,self-study,medium,moderate
76.0,19,male,ba,5.79,60.7,yes,7.8,poor,self-study,high,easy
75.9,17,other,bca,7.57,55.5,no,9.3,average,self-study,medium,moderate
40.1,23,male,ba,1.94,47.7,yes,4.7,average,mixed,medium,easy
33.3,23,male,b.tech,1.16,44.7,yes,4.7,average,online videos,high,moderate
64.7,21,male,b.sc,2.9,62.0,yes,4.6,good,mixed,low,moderate
52.7,20,female,diploma,3.85,50.6,yes,4.2,average,online videos,low,easy
37.8,21,other,bca,0.37,71.1,yes,9.2,poor,coaching,high,moderate
56.5,24,female,b.com,3.7,73.4,yes,4.1,average,coaching,low,moderate
54.2,18,male,bba,4.56,40.6,no,8.4,average,mixed,low,moderate
100.0,23,female,bba,4.93,99.4,yes,8.4,good,coaching,high,easy
63.7,21,other,diploma,4.22,60.2,yes,9.0,poor,online videos,medium,hard
76.1,21,other,b.sc,6.25,91.7,yes,4.2,poor,group study,high,moderate
19.8,18,male,b.tech,1.1,57.4,no,5.8,poor,group study,medium,easy
43.7,22,male,b.tech,3.1,95.9,yes,8.3,poor,online videos,low,easy
58.7,20,male,b.tech,0.7,98.6,yes,4.4,average,self-study,high,moderate
34.5,22,female,bca,0.24,58.2,yes,8.9,poor,online videos,medium,moderate
57.1,20,male,bba,2.97,82.1,yes,7.3,poor,self-study,high,hard
64.6,22,female,ba,3.55,87.2,yes,9.4,good,self-study,low,moderate
76.9,22,other,bca,3.46,98.4,yes,8.6,good,mixed,medium,easy
44.4,23,other,diploma,1.47,67.7,yes,9.8,poor,mixed,high,easy
74.4,19,male,bba,6.75,70.3,no,8.0,average,online videos,high,moderate
60.6,20,male,b.sc,7.74,40.6,yes,6.2,average,self-study,high,easy
61.2,24,other,diploma,1.61,78.4,yes,9.5,good,online videos,high,moderate
80.7,17,female,b.sc,6.97,55.9,no,6.3,poor,online videos,high,moderate
57.9,22,other,ba,6.41,80.4,yes,4.4,poor,mixed,high,easy
58.1,22,other,b.sc,6.19,60.0,yes,9.0,good,group study,high,easy
74.3,21,other,b.com,5.04,81.8,yes,4.5,good,coaching,high,easy
69.4,22,other,b.com,6.64,47.9,yes,9.5,poor,online videos,high,easy
69.2,20,other,diploma,5.38,74.6,yes,8.9,average,coaching,low,moderate
76.2,17,female,bca,5.21,90.8,yes,4.1,poor,online videos,low,easy
81.8,18,male,bca,7.85,86.7,yes,5.2,poor,self-study,high,moderate
84.0,17,other,b.com,6.96,64.0,yes,5.0,good,coaching,medium,hard
48.6,18,female,b.com,1.53,52.7,yes,8.1,average,mixed,medium,moderate
73.1,23,male,bba,3.9,42.3,yes,5.4,average,coaching,medium,hard
72.9,24,male,b.tech,6.76,47.6,yes,6.4,good,online videos,medium,moderate
37.8,19,female,diploma,0.62,76.4,yes,5.4,average,group study,medium,moderate
68.9,17,male,b.com,5.51,94.6,yes,9.5,good,online videos,medium,hard
47.6,19,male,b.sc,1.41,70.3,yes,6.0,average,mixed,low,moderate
76.4,24,other,b.com,6.89,49.8,no,9.2,average,mixed,medium,moderate
54.7,17,other,ba,0.21,81.5,yes,7.7,poor,online videos,high,easy
56.3,17,other,bca,1.6,52.7,yes,9.2,average,group study,low,easy
49.4,18,female,b.tech,2.1,50.3,yes,9.2,average,mixed,medium,moderate
74.7,19,female,diploma,4.01,66.2,no,8.2,average,coaching,high,moderate
43.8,22,other,bca,0.73,48.9,yes,8.8,average,mixed,medium,easy
75.6,19,female,bba,5.89,44.0,yes,9.8,good,online videos,medium,moderate
53.7,21,other,bba,2.01,76.4,yes,7.2,average,coaching,low,moderate
54.0,22,female,bba,0.67,95.7,yes,6.3,poor,self-study,medium,easy
94.9,19,female,b.tech,5.53,90.8,yes,5.8,average,coaching,low,moderate
85.0,17,female,b.com,4.15,75.1,yes,6.2,average,coaching,medium,moderate
48.6,22,male,diploma,2.14,48.3,no,7.5,poor,mixed,high,hard
49.8,22,female,bca,0.47,78.0,yes,9.9,good,self-study,medium,hard
81.5,22,female,diploma,7.41,59.7,yes,9.3,poor,self-study,high,easy
57.6,17,female,b.sc,0.9,60.9,no,9.3,average,mixed,medium,moderate
80.3,21,male,b.com,5.68,45.9,yes,9.0,average,mixed,medium,easy
87.0,20,other,diploma,7.56,75.5,no,9.7,good,mixed,medium,moderate
82.9,24,male,bca,6.87,66.2,no,8.2,poor,mixed,high,moderate
61.4,18,female,b.tech,2.85,80.3,yes,9.8,good,coaching,low,moderate
46.5,20,male,b.com,2.35,68.1,yes,5.8,poor,online videos,low,moderate
47.3,19,male,b.com,2.26,91.8,yes,7.5,poor,online videos,medium,hard
59.5,17,female,b.com,4.69,75.1,no,8.9,good,coaching,medium,easy
38.5,23,female,b.tech,0.47,81.6,no,5.8,poor,group study,low,hard
36.1,17,female,bba,0.98,80.6,yes,8.6,good,group study,high,moderate
28.9,21,female,ba,0.6,53.5,yes,4.2,average,group study,high,easy
37.1,24,female,bca,1.51,46.0,yes,4.6,good,coaching,medium,hard
84.7,24,female,diploma,4.73,89.9,no,4.4,good,self-study,high,moderate
39.2,24,male,bca,4.29,51.7,yes,6.3,poor,online videos,low,moderate
41.9,17,male,b.tech,2.06,76.7,yes,6.0,poor,online videos,medium,hard
53.1,17,female,bca,4.65,53.0,no,9.0,good,self-study,low,hard
39.3,21,other,bba,0.96,57.9,yes,7.5,average,online videos,high,moderate
48.2,19,female,b.com,2.93,61.0,yes,8.1,poor,mixed,high,moderate
63.2,22,male,b.com,2.87,64.1,yes,9.0,good,mixed,low,moderate
77.9,24,other,ba,6.33,50.0,yes,7.9,poor,group study,medium,hard
84.8,24,female,bca,7.19,70.7,yes,9.4,good,mixed,medium,moderate
39.2,22,male,diploma,0.81,40.6,yes,5.4,good,mixed,medium,moderate
79.6,22,female,diploma,6.14,47.0,yes,8.2,average,coaching,medium,moderate
53.4,21,other,b.com,2.38,55.0,yes,5.5,good,coaching,medium,easy
74.0,18,male,bca,7.91,66.2,no,7.4,poor,online videos,high,hard
51.3,19,other,b.tech,1.07,87.2,no,8.8,poor,coaching,low,hard
86.2,20,male,bca,4.57,73.2,yes,4.7,average,group study,medium,moderate
86.5,17,other,bba,4.55,40.9,yes,6.4,good,online videos,medium,moderate
47.2,20,other,b.tech,1.83,55.6,yes,7.2,good,online videos,low,easy
73.0,19,female,bca,4.37,69.6,no,9.7,average,coaching,medium,easy
79.5,21,other,b.sc,7.32,49.8,yes,8.6,good,coaching,high,moderate
54.1,20,female,b.com,1.7,82.3,yes,5.4,good,self-study,high,moderate
97.1,23,female,b.tech,6.8,68.3,yes,5.0,average,online videos,high,moderate
54.0,21,female,b.sc,0.48,51.7,no,9.5,good,coaching,medium,moderate
66.1,21,other,bca,0.55,60.7,no,9.6,good,group study,high,easy
99.5,19,other,diploma,6.47,94.6,yes,5.6,poor,coaching,high,moderate
66.0,21,other,diploma,2.73,65.6,yes,5.3,average,mixed,low,moderate
53.0,21,female,diploma,4.76,59.8,yes,5.2,poor,mixed,medium,moderate
58.3,19,female,diploma,5.49,60.0,yes,4.5,poor,online videos,high,moderate
73.6,19,female,ba,5.38,88.9,yes,7.4,average,self-study,high,moderate
52.0,19,other,diploma,1.17,68.8,yes,5.2,good,self-study,high,moderate
43.0,21,female,diploma,0.84,79.5,yes,9.3,good,self-study,low,easy
45.8,24,female,b.com,0.97,51.5,yes,7.3,good,online videos,high,moderate
33.3,22,male,b.tech,0.85,60.9,yes,4.6,average,mixed,medium,moderate
64.1,20,male,ba,5.96,57.2,yes,5.4,poor,online videos,medium,hard
29.9,18,female,diploma,2.94,47.4,yes,7.0,poor,mixed,medium,hard
57.6,18,other,bba,0.9,88.9,no,7.3,poor,mixed,low,hard
35.7,22,other,diploma,0.8,70.2,no,6.8,average,online videos,high,hard
23.9,22,female,diploma,0.43,62.6,yes,5.9,average,self-study,low,moderate
58.1,20,male,b.tech,4.97,61.3,no,8.0,average,group study,low,moderate
46.0,18,other,b.sc,0.28,40.9,no,8.5,good,self-study,high,easy
76.0,19,male,b.sc,3.25,76.4,no,9.1,good,group study,medium,moderate
75.3,20,male,b.tech,2.32,94.7,yes,7.1,good,group study,medium,easy
71.3,19,female,b.tech,7.24,43.3,yes,6.3,poor,coaching,medium,moderate
41.5,20,female,diploma,0.29,40.6,yes,9.9,good,coaching,high,easy
52.2,18,male,bba,2.88,69.5,yes,9.6,poor,coaching,low,easy
75.3,19,female,b.sc,5.38,92.6,yes,7.1,good,online videos,medium,easy
62.3,23,female,b.com,5.04,50.9,yes,7.8,average,mixed,high,hard
79.7,21,female,bba,6.62,64.8,no,4.5,good,coaching,high,moderate
62.6,19,male,diploma,5.81,41.5,no,8.4,good,online videos,high,moderate
32.7,21,female,b.com,0.73,55.7,yes,4.3,good,self-study,high,easy
76.0,24,other,bba,7.15,40.6,yes,5.7,good,mixed,medium,hard
51.2,22,female,b.com,2.52,67.7,no,9.0,good,group study,low,moderate
40.2,23,female,ba,0.62,49.8,yes,4.7,good,online videos,high,easy
33.4,17,male,b.com,2.02,56.0,yes,5.3,poor,mixed,low,easy
34.1,17,female,b.com,0.56,47.8,yes,9.4,good,online videos,low,moderate
76.8,19,male,b.tech,6.38,98.8,yes,4.4,good,self-study,low,moderate
78.9,23,male,ba,4.68,57.3,yes,7.7,good,coaching,medium,moderate
47.6,23,other,b.tech,0.46,53.3,yes,7.2,average,coaching,high,easy
84.6,20,male,b.sc,2.3,92.5,yes,8.3,good,mixed,medium,easy
47.1,20,other,bba,4.81,55.0,yes,5.1,average,online videos,low,moderate
71.3,17,female,b.tech,4.89,89.6,yes,5.0,average,mixed,high,easy
53.3,23,other,diploma,1.54,81.5,yes,6.8,good,group study,high,moderate
87.9,19,female,ba,6.83,65.6,yes,6.2,good,mixed,low,hard
48.7,18,male,ba,3.34,72.0,yes,8.8,poor,mixed,medium,hard
71.2,20,female,b.com,5.53,79.3,yes,6.8,average,group study,medium,moderate
74.5,17,female,diploma,7.36,65.5,yes,4.8,good,online videos,low,moderate
95.4,23,female,b.sc,6.09,74.6,no,6.6,good,online videos,high,easy
48.1,21,other,b.com,3.14,72.7,no,4.3,average,self-study,medium,moderate
100.0,21,female,bba,7.26,92.1,yes,4.9,average,mixed,high,moderate
75.4,18,other,diploma,5.45,80.1,yes,4.8,poor,mixed,low,hard
23.7,22,other,b.com,0.1,91.1,yes,4.9,average,mixed,high,moderate
66.7,20,male,ba,6.72,60.7,yes,5.3,poor,coaching,high,moderate
97.9,20,female,diploma,5.32,98.5,no,9.8,good,mixed,high,moderate
74.0,18,other,b.tech,2.94,95.5,no,8.3,average,self-study,low,moderate
57.4,20,male,bba,2.8,72.8,no,8.8,average,mixed,medium,moderate
70.7,18,other,b.com,4.84,95.0,yes,8.0,average,online videos,medium,easy
48.4,20,other,bba,2.17,94.5,yes,8.7,poor,online videos,medium,easy
70.8,22,male,bba,5.9,77.7,yes,8.7,average,online videos,medium,moderate
77.5,17,male,b.tech,6.77,86.1,no,7.1,poor,mixed,medium,hard
100.0,18,male,diploma,7.91,83.4,no,8.8,good,coaching,high,moderate
47.7,22,male,bca,3.97,59.9,yes,6.0,average,online videos,low,easy
61.5,21,other,bca,7.68,47.5,no,6.3,good,self-study,medium,easy
77.1,17,male,b.tech,7.8,54.9,no,6.5,poor,group study,high,moderate
52.4,22,other,b.tech,4.0,47.7,yes,9.6,average,online videos,medium,moderate
67.2,19,male,b.com,3.31,61.7,yes,7.6,good,coaching,medium,hard
71.9,20,male,bba,4.65,67.4,yes,6.9,average,coaching,low,moderate
75.1,19,female,b.sc,5.77,56.4,yes,5.8,poor,coaching,low,easy
27.4,19,other,b.com,0.66,49.1,no,5.8,good,online videos,medium,moderate
82.8,23,male,b.tech,6.74,96.6,yes,7.5,average,coaching,medium,hard
48.7,17,other,ba,3.36,45.1,yes,7.3,good,online videos,high,moderate
64.9,21,other,b.tech,3.34,73.3,yes,9.5,poor,online videos,high,easy
31.3,17,other,bba,0.36,59.9,yes,5.0,poor,coaching,high,hard
64.2,23,female,b.tech,4.46,87.6,yes,5.5,poor,self-study,medium,moderate
96.4,21,female,bba,7.12,85.2,yes,5.1,average,group study,medium,moderate
85.9,20,female,b.tech,7.11,75.3,yes,7.6,good,coaching,high,moderate
30.9,22,female,diploma,0.43,74.5,no,8.5,average,mixed,low,moderate
80.0,20,female,bca,4.11,62.3,yes,5.0,average,mixed,medium,hard
100.0,23,male,b.sc,7.87,85.7,yes,5.7,average,coaching,low,moderate
98.1,23,female,b.tech,6.5,78.5,yes,8.2,good,mixed,medium,hard
72.4,17,male,ba,6.23,59.4,yes,4.2,good,group study,low,easy
41.1,22,other,b.tech,0.08,74.6,yes,5.2,average,online videos,low,moderate
